Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2026-02-24,Invbanktran Debit Withdrawal Corrective Distribution   Check,Uncategorized,Retirement - Traditional 401(k) (...9455),INVBANKTRAN DEBIT Withdrawal Corrective Distribution - Check,,-2705.84,,Shared
2026-02-24,Sellstock Sell Sale of Vanguard Total Stock Market Etf,Sell,Retirement - Traditional 401(k) (...9455),SELLSTOCK SELL Sale of Vanguard Total Stock Market ETF,,2705.84,,Shared
2026-02-23,Vend Park,Parking & Tolls,CREDIT CARD (...6714),VEND PARK,,-32.00,,Shared
2026-02-23,Taco Stand Downtown,Restaurants & Bars,CREDIT CARD (...6714),TST*TACO STAND DOWNTOWN,,-16.33,,Shared
2026-02-23,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-77.26,,Shared
2026-02-23,Cox Communications,Internet & Cable,Primary Checking (...3910),COX COMM SAN PURCHASE PPD ID: 1581620078,,-100.00,,Shared
2026-02-23,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT A0478 WEB ID: 9493560001,,-40.00,,Shared
2026-02-23,Travel Credit Year,Travel & Vacation,CREDIT CARD (...6714),TRAVEL CREDIT $300/YEAR,,32.00,,Shared
2026-02-23,The Black Tux,Clothing,CREDIT CARD (...6714),SP BN THE BLACK TUX,,164.80,,Shared
2026-02-23,Anthropic,AI,CREDIT CARD (...6714),ANTHROPIC,,-5.00,,Shared
2026-02-23,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2026-02-23,Wework.com,Office Rent,CREDIT CARD (...6714),WWW.WEWORK.COM,,-39.00,,Shared
2026-02-23,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-30.88,,Shared
2026-02-23,Ring Multi Plan,Uncategorized,Venture X (...4373),RING MULTI PLAN,,-9.99,,Shared
2026-02-23,Aritzia,Clothing,Venture X (...4373),CS *ARITZIA GC,,-50.00,,Shared
2026-02-23,Abercrombie & Fitch,Clothing,Venture X (...4373),ABERCROMBIE & FITCH,,-50.00,,Shared
2026-02-22,Nike,Shopping,CREDIT CARD (...6714),NikePOS_US,,-48.47,,Shared
2026-02-22,Smashburger,Restaurants & Bars,CREDIT CARD (...6714),NICKY SMASH BURGERS,,-32.63,,Shared
2026-02-22,Smashburger,Restaurants & Bars,CREDIT CARD (...6714),NICKY SMASH BURGERS,,-4.40,,Shared
2026-02-21,Target,Shopping,CREDIT CARD (...6714),TARGET        00032052,,-33.10,,Shared
2026-02-21,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-26.06,,Shared
2026-02-20,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-2.99,,Shared
2026-02-20,Phology Noodle House,Restaurants & Bars,CREDIT CARD (...6714),PHOLOGY NOODLE HOUSE,,-146.84,,Shared
2026-02-20,Thompson Center Dentis,Dentist,CREDIT CARD (...6714),THOMPSON CENTER DENTIS,,-316.20,,Shared
2026-02-20,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-13.99,,Shared
2026-02-20,Black Tux Payroll,Paychecks,Primary Checking (...3910),309955 BLACK TUX PAYROLL PPD ID: 2364227403,,4486.11,,Shared
2026-02-20,Check #337,Transfer,Primary Checking (...3910),CHECK # 337,,-2475.00,,Shared
2026-02-20,Wayfair,Furniture & Housewares,Venture X (...4373),WF *WAYFAIR3475376226,,-257.90,,Shared
2026-02-19,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*B907B8XI2,,-268.30,,Shared
2026-02-19,In-N-Out Burger,Restaurants & Bars,CREDIT CARD (...6714),IN-N-OUT SANTA ANA 3,,-13.06,,Shared
2026-02-19,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS CHULA VISTA CA,,-16.08,,Shared
2026-02-19,The Company Store,Shopping,Venture X (...4373),THE COMPANY STORE,,-58.92,,Shared
2026-02-18,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH TAKEOUTSU,,-54.62,,Shared
2026-02-18,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.02,,Shared
2026-02-18,Redemption From Core Account Fidelity Government Money Market (Spaxx) Morning Trade (Cash),Transfer,Individual - TOD (...*****4709),REDEMPTION FROM CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,499.69,,Shared
2026-02-18,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-12.46,,Shared
2026-02-18,Netflix,Entertainment & Recreation,Venture X (...4373),Netflix,,-24.99,,Shared
2026-02-18,Churreria El Moro,Restaurants & Bars,Venture X (...4373),CHURRERIA EL MORO,,-30.66,,Shared
2026-02-18,Amazon,Shopping,Venture X (...4373),AMAZON RETA* MX52488G3,,-32.18,,Shared
2026-02-17,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-20.14,,Shared
2026-02-17,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-500.00,,Shared
2026-02-17,Contribution,Retirement,Katrina DOORDASH 401(K) PLAN (...*****9429),contribution,,110.00,,Shared
2026-02-17,Contribution,Retirement,Katrina DOORDASH 401(K) PLAN (...*****9429),contribution,,2090.00,,Shared
2026-02-17,Electronic Funds Transfer Received,Transfer,Individual - TOD (...*****4709),Electronic Funds Transfer Received (Cash),,500.00,,Shared
2026-02-17,Investment Buy,Uncategorized,Individual - TOD (...*****4709),YOU BOUGHT STATE STREET SPDR S&P 500 ETF UNITS (SPY) (Cash),,-176.48,,Shared
2026-02-17,Investment Buy,Uncategorized,Individual - TOD (...*****4709),YOU BOUGHT STATE STREET SPDR S&P 500 ETF UNITS (SPY) (Cash),,-323.21,,Shared
2026-02-17,Fidelity,Uncategorized,Individual - TOD (...*****4709),PURCHASE INTO CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,-500.00,,Shared
2026-02-17,Sit N Sleep W Hollywood,Furniture & Housewares,Venture X (...4373),SIT N SLEEP W HOLLYWOOD,,-2157.33,,Shared
2026-02-17,Amazon,Shopping,Venture X (...4373),AMAZON RETA* ML01T0HA3,,-21.94,,Shared
2026-02-16,The Black Tux,Clothing,CREDIT CARD (...6714),SP BN THE BLACK TUX,,-659.20,,Shared
2026-02-16,yangs kitchen,Restaurants & Bars,Venture X (...4373),TST*YANGS KITCHEN,,-266.22,,Shared
2026-02-16,Department Beaches & Harbors,Parking & Tolls,Venture X (...4373),DEPT. BEACHES & HARBORS,,-8.00,,Shared
2026-02-16,DoorDash,Restaurants & Bars,Venture X (...4373),DD *DOORDASH LECOUPE,,-7.55,,Shared
2026-02-16,Casita Basqueria,Restaurants & Bars,Venture X (...4373),SQ *CASITA BASQUERIA,,-56.00,,Shared
2026-02-15,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 28086352651,,1234.00,,Shared
2026-02-15,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-99.38,,Shared
2026-02-15,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-86.43,,Shared
2026-02-15,Tryotter Moonbowls,Restaurants & Bars,CREDIT CARD (...6714),TRYOTTER.C* MOONBOWLS,,-21.95,,Shared
2026-02-15,Github,Education,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2026-02-14,Zelle,Transfer,Savings Account (...3730),Zelle payment from ISABEAU LAURON to Alvin O Balmeo (Ally Savings Account XXXXXX3730),,240.67,,Shared
2026-02-14,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-1.99,,Shared
2026-02-14,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.13,,Shared
2026-02-14,Gget Larchmont,Coffee Shops,Venture X (...4373),SQ *GGET LARCHMONT,,-11.00,,Shared
2026-02-13,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH PANDAEXPR,,-31.78,,Shared
2026-02-13,Zutra Water Lincoln,Water,Blue Cash Preferred® (...4000),ZUTRA WATER LINCOLN HEIGH CA,,-23.69,,Shared
2026-02-13,Neighborhood,Restaurants & Bars,Venture X (...4373),SQ *NEIGHBORHOOD,,-27.00,,Shared
2026-02-12,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-69.72,,Shared
2026-02-12,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-63.38,,Shared
2026-02-11,Zelle,Transfer,Savings Account (...3730),Zelle payment from Alvin O Balmeo (Ally Savings Account XXXXXX3730) to EDWIN  SANCHEZ,,-5.00,,Shared
2026-02-11,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH TAKEOUTSU,,-42.28,,Shared
2026-02-11,Anthropic,AI,CREDIT CARD (...6714),CLAUDE.AI SUBSCRIPTION,,-100.00,,Shared
2026-02-11,Amazon,Shopping,Venture X (...4373),AMAZON MKTPL*L77917663,,-32.86,,Shared
2026-02-11,Invbanktran Credit Deposit 2/6/2026 Payroll Contribution,Uncategorized,Retirement - Traditional 401(k) (...9455),INVBANKTRAN CREDIT Deposit 2/6/2026 Payroll Contribution,,1080.00,,Shared
2026-02-11,Buystock Buy Purchase of Vanguard Total Stock Market Etf,Retirement,Retirement - Traditional 401(k) (...9455),BUYSTOCK BUY Purchase of Vanguard Total Stock Market ETF,,-1080.00,,Shared
2026-02-10,Farmgirl Flowers,Gifts,Venture X (...4373),FARMGIRL FLOWERS,,-103.58,,Shared
2026-02-09,Otf Koreatown,Restaurants & Bars,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-130.00,,Shared
2026-02-09,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-74.73,,Shared
2026-02-09,Wingstop,Restaurants & Bars,Venture X (...4373),WINGSTOP 3294,,-87.79,,Shared
2026-02-09,Nest Interior Des,Furniture & Housewares,Venture X (...4373),SP NEST INTERIOR DES,,67.40,,Shared
2026-02-09,Amazon,Shopping,Venture X (...4373),AMAZON RETA* LK08G9GL3,,-27.41,,Shared
2026-02-08,la grocery café,Groceries,Blue Cash Preferred® (...4000),LA GROCERY & CAFE LOS ANGELES CA,,-29.34,,Shared
2026-02-08,HP Instant Ink,Electronics,CREDIT CARD (...6714),HP *INSTANT INK,,-1.96,,Shared
2026-02-07,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-83.79,,Shared
2026-02-07,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH NONGLVIET,,-70.70,,Shared
2026-02-07,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 27994579923,,1870.00,,Shared
2026-02-07,US Department of Education,Student Loans,Primary Checking (...3910),DEPT EDUCATION STUDENT LN PPD ID: 9102001001,,-500.00,,Shared
2026-02-07,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-49.55,,Shared
2026-02-07,Hermons,Restaurants & Bars,Venture X (...4373),TST*HERMONS,,-211.02,,Shared
2026-02-07,Damsot,Groceries,Venture X (...4373),TST*DAMSOT LA,,-71.32,,Shared
2026-02-07,Inner Child Home,Medical,Venture X (...4373),SP INNER CHILD HOME,,-65.79,,Shared
2026-02-06,Google One,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google One,,-2.99,,Shared
2026-02-06,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH UMAMIEXPR,,-28.75,,Shared
2026-02-06,DoorDash,Restaurants & Bars,Venture X (...4373),DD *DDDOORDASHSWEETRED,,-31.47,,Shared
2026-02-06,Amazon,Shopping,Venture X (...4373),AMAZON MKTPL*DC2P61Q43,,-32.14,,Shared
2026-02-06,Contribution Vang Idx Adm,Uncategorized,Katrina DOORDASH 401(K) PLAN (...*****9429),contribution,,31.73,,Shared
2026-02-06,Contribution Vang Index Adm,Uncategorized,Katrina DOORDASH 401(K) PLAN (...*****9429),contribution,,602.89,,Shared
2026-02-06,Tesla ,Gas,Primary Checking (...3910),TESLA MOTORS TESLA MOTO 2VS15KFPC0P0SEO WEB ID: 5912197729,,-108.65,,Shared
2026-02-06,Navy Federal Credit Union,Loan Repayment,Primary Checking (...3910),NFCU ACH PAYMENT 296893745000002 WEB ID: 9000000024,,-1005.81,,Shared
2026-02-06,Black Tux Payroll,Paychecks,Primary Checking (...3910),309955 BLACK TUX PAYROLL PPD ID: 2364227403,,4719.67,,Shared
2026-02-05,Zelle,Transfer,Savings Account (...3730),Zelle payment from ISABEAU LAURON to Alvin O Balmeo (Ally Savings Account XXXXXX3730),,240.00,,Shared
2026-02-05,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH GROUNDWOR,,-30.77,,Shared
2026-02-05,Opvs Fitness,Fitness,CREDIT CARD (...6714),OPVS FITNESS,,-170.24,,Shared
2026-02-05,Interest Payment,Interest,CHASE SAVINGS (...3060),INTEREST PAYMENT,,0.02,,Shared
2026-02-04,TIDAL,Entertainment & Recreation,Venture X (...4373),TIDAL.COM,,-10.99,,Shared
2026-02-04,Spectrum,Internet & Cable,Venture X (...4373),Spectrum,,-111.25,,Shared
2026-02-04,Nest Interior Des,Home Improvement,Venture X (...4373),SP NEST INTERIOR DES,,-67.40,,Shared
2026-02-04,City of La,Gas & Electric,Venture X (...4373),CITY OF LA DWP,,-419.64,,Shared
2026-02-03,Interest Paid,Interest,Savings Account (...3730),Interest Paid,,1.79,,Shared
2026-02-03,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-56.59,,Shared
2026-02-03,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1048039711360 WEB ID: 3264681992,,-18.00,,Shared
2026-02-03,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1048039732221 WEB ID: 3264681992,,-6.00,,Shared
2026-02-03,Amazon,Shopping,Venture X (...4373),AMAZON RETA* 8X1AS6BD3,,-197.53,,Shared
2026-02-02,Automated Transaction,Uncategorized,Individual Investment Account (...4792),automated transaction -,,0.55,,Shared
2026-02-02,Automated Transaction,Uncategorized,Individual Investment Account (...4792),automated transaction -,,0.04,,Shared
2026-02-02,CVS,Medical,Blue Cash Preferred® (...4000),CVS/PHARMACY #03825 LOS ANGELES CA,,-40.54,,Shared
2026-02-02,Fidelity,Transfer,Individual - TOD (...*****4709),REDEMPTION FROM CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,499.98,,Shared
2026-02-02,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1048014437666 WEB ID: 3264681992,,-42.58,,Shared
2026-02-02,Apple,Credit Card Payment,Primary Checking (...3910),APPLECARD GSBANK PAYMENT 21440132 WEB ID: 9999999999,,-54.12,,Shared
2026-02-02,Jyan Isaac Bread,Restaurants & Bars,Venture X (...4373),SQ *JYAN ISAAC BREAD,,-26.40,,Shared
2026-02-02,Gget Larchmont,Coffee Shops,Venture X (...4373),SQ *GGET LARCHMONT,,-11.00,,Shared
2026-02-02,Brady Campaign to Prevent,Charity,Venture X (...4373),BRADY CAMPAIGN TO PREVENT,,-25.00,,Shared
2026-02-02,City Hall Garage,Parking & Tolls,Venture X (...4373),ABM PARKING CITY HALL GAR,,-12.00,,Shared
2026-02-02,Fee Automated Transaction Advisory Fee,Financial Fees,Individual Investment Account (...4792),fee automated transaction Advisory Fee,,-0.48,,Shared
2026-02-02,January Interest Payment Paid,Interest,Liquid House Down Payment (...3094),January interest Interest payment PAID_INTEREST,,0.07,,Shared
2026-02-02,January Interest Payment Paid,Interest,Emergency Funds (...1698),January interest Interest payment PAID_INTEREST,,83.02,,Shared
2026-02-01,Travel Credit Year,Travel & Vacation,CREDIT CARD (...6714),TRAVEL CREDIT $300/YEAR,,7.31,,Shared
2026-02-01,The Toll Roads of Orange County,Parking & Tolls,CREDIT CARD (...6714),THE TOLL ROADS OF OC,,-7.31,,Shared
2026-02-01,Trader Joe's,Groceries,Blue Cash Preferred® (...4000),TRADER JOE S #031 00LOS ANGELES CA,,-20.52,,Shared
2026-02-01,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-40.03,,Shared
2026-02-01,Washos.com,Auto Maintenance,Primary Checking (...3910),WASHOS.COM WASHOS.COM CA 02/01,Car Wash,-106.00,,Shared
2026-02-01,Washos.com,Personal,Primary Checking (...3910),WASHOS.COM WASHOS.COM CA 02/01,,-21.20,,Shared
2026-01-31,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-110.74,,Shared
2026-01-31,Uber Eats,Restaurants & Bars,Venture X (...4373),UBER *EATS,,-42.44,,Shared
2026-01-31,DoorDash,Restaurants & Bars,Venture X (...4373),DD *DOORDASH NEIGHBORH,,-14.49,,Shared
2026-01-30,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH UMAMIEXPR,,-2.00,,Shared
2026-01-30,Zutra Water Lincoln,Water,Blue Cash Preferred® (...4000),ZUTRA WATER LINCOLN HEIGH CA,,-33.69,,Shared
2026-01-30,Electronic Funds Transfer Received,Transfer,Individual - TOD (...*****4709),Electronic Funds Transfer Received (Cash),,500.00,,Shared
2026-01-30,Investment Buy,Transfer,Individual - TOD (...*****4709),YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash),,-499.98,,Shared
2026-01-30,Fidelity,Dividends & Capital Gains,Individual - TOD (...*****4709),DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),,1.08,,Shared
2026-01-30,Fidelity,Transfer,Individual - TOD (...*****4709),REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),,-1.08,,Shared
2026-01-30,Dividend,Dividends & Capital Gains,Individual - TOD (...*****4709),DIVIDEND RECEIVED STATE STREET SPDR S&P 500 ETF UNITS (SPY) (Cash),,17.91,,Shared
2026-01-30,Fidelity,Transfer,Individual - TOD (...*****4709),PURCHASE INTO CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,-517.91,,Shared
2026-01-30,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1047959006876 WEB ID: 3264681992,,-16.00,,Shared
2026-01-30,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-500.00,,Shared
2026-01-30,Uber Eats,Restaurants & Bars,Venture X (...4373),UBER *EATS,,-13.35,,Shared
2026-01-30,DoorDash,Restaurants & Bars,Venture X (...4373),DD *DOORDASH TARGET,,-26.48,,Shared
2026-01-29,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2026-01-29,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH UMAMIEXPR,,-24.18,,Shared
2026-01-29,Eractoll,Parking & Tolls,Venture X (...4373),ERACTOLL 22DJ06,,-21.95,,Shared
2026-01-29,Fidelity,Transfer,Individual - TOD (...*****4709),REDEMPTION FROM CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,1000.04,,Shared
2026-01-28,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-6.58,,Shared
2026-01-28,Travel Credit Year,Travel & Vacation,CREDIT CARD (...6714),TRAVEL CREDIT $300/YEAR,,6.58,,Shared
2026-01-28,Investment Buy,Transfer,Individual - TOD (...*****4709),YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash),,-366.70,,Shared
2026-01-28,Investment Buy,Transfer,Individual - TOD (...*****4709),YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash),,-633.34,,Shared
2026-01-28,Amazon,Shopping,Venture X (...4373),AMAZON RETA* 4S0O02M53,,-22.58,,Shared
2026-01-28,United Fin Cas Insurance Premium Alvin Web,Insurance,Primary Checking (...3910),UNITED FIN CAS INS PREM 977484851 Alvin WEB ID: 9409348062,,-500.98,,Shared
2026-01-28,Invbanktran Credit Deposit 1/23/2026 Payroll Contribution,Uncategorized,Retirement - Traditional 401(k) (...9455),INVBANKTRAN CREDIT Deposit 1/23/2026 Payroll Contribution,,1080.00,,Shared
2026-01-28,Buystock Buy Purchase of Vanguard Total Stock Market Etf,Retirement,Retirement - Traditional 401(k) (...9455),BUYSTOCK BUY Purchase of Vanguard Total Stock Market ETF,,-1080.00,,Shared
2026-01-27,Zelle,Transfer,Savings Account (...3730),Zelle payment from JUAN G VILLADA to Alvin O Balmeo (Ally Savings Account XXXXXX3730),,32.28,,Shared
2026-01-27,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-40.33,,Shared
2026-01-27,Electronic Funds Transfer Received,Transfer,Individual - TOD (...*****4709),Electronic Funds Transfer Received (Cash),,1000.00,,Shared
2026-01-27,Fidelity,Transfer,Individual - TOD (...*****4709),PURCHASE INTO CORE ACCOUNT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) MORNING TRADE (Cash),,-1000.00,,Shared
2026-01-27,Bub and Grandmas,Restaurants & Bars,Venture X (...4373),TST*BUB AND GRANDMAS,,-233.21,,Shared
2026-01-27,Curbstand at Dunsmoor,Restaurants & Bars,Venture X (...4373),SQ *CURBSTAND AT DUNSMOOR,,-16.40,,Shared
2026-01-27,Ipostal Renewal,Postage & Shipping,CREDIT CARD (...6714),IPOSTAL*RENEWAL,,-9.99,,Shared
2026-01-27,Ugift,Gifts,Primary Checking (...3910),UGIFT529 GIFT 000029250342001 WEB ID: 1043525107,,-50.00,,Shared
2026-01-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-1000.00,,Shared
2026-01-26,Otf Koreatown,Restaurants & Bars,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-30.00,,Shared
2026-01-26,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-55.39,,Shared
2026-01-26,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS GROCERY LOS ANGELES CA,,-54.65,,Shared
2026-01-26,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2026-01-26,Payment,Other Income,CREDIT CARD (...6714),Payment Thank You-Mobile,,1993.62,,Shared
2026-01-26,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 01/26,,-1993.62,,Shared
2026-01-26,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT CA05FFA493B57B9 WEB ID: 9279744380,,-3683.31,,Shared
2026-01-26,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT M4306 WEB ID: 2005032111,,-607.54,,Shared
2026-01-26,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT A1538 WEB ID: 9493560001,,-40.00,,Shared
2026-01-26,Back On The Beach,Restaurants & Bars,Venture X (...4373),TST*BACK ON THE BEACH CA,,-18.03,,Shared
2026-01-26,Bread Head Santa Mon,Restaurants & Bars,Venture X (...4373),TST* BREAD HEAD SANTA MON,,-54.08,,Shared
2026-01-26,Eataly,Restaurants & Bars,Venture X (...4373),EATALY LA CATAPULT,,-5.14,,Shared
2026-01-26,Parking Beachhouse,Parking & Tolls,Venture X (...4373),CSM PARKING BEACHHOUSE,,-10.30,,Shared
2026-01-26,Capital One,Credit Card Payment,Venture X (...4373),CAPITAL ONE MOBILE PYMT,,3683.31,,Shared
2026-01-26,Amazon,Shopping,Venture X (...4373),AMAZON MARK* OZ5Q63CM3,,-49.38,,Shared
2026-01-25,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),MOBILE PAYMENT - THANK YOU,,607.54,,Shared
